CREW_INDICATOR,CREW_ID,BID_PERIOD,BASE,TRANSACTION_CODE,PAIRING_NO,PAIRING_DATE,TO_DATE,PAIRING_POSITION,PRIOR_TXN_CODE,LINE_TYPE,CREW_TYPE,NEW_DATA,MESSAGE_ID,FROM_TIME,TO_TIME,CREDIT,FILL,UPDATED_BY,UPDATE_DATE,UPDATE_TIME,update_dt
FA,22924,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,22924,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,24217,2024-09-28,21:59:25,2024-09-28 21:59:25
FA,22924,2024-10,HNL,RRD,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,02:00:00,14:00:00,00:00:00,NA,88888,2024-10-29,13:48:00,2024-10-29 13:48:00
FA,22924,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,19260,2024-10-29,16:47:22,2024-10-29 16:47:22
FA,22926,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,22926,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,24217,2024-09-28,00:12:26,2024-09-28 00:12:26
FA,22926,2024-10,HNL,N85,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,12:00:00,00:00:00,NA,7453,2024-10-27,16:50:11,2024-10-27 16:50:11
FA,22926,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,7453,2024-10-27,16:50:11,2024-10-27 16:50:11
FA,22928,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,22928,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,24217,2024-09-28,22:00:48,2024-09-28 22:00:48
FA,22928,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,12:59:00,00:00:00,NA,7453,2024-10-30,15:34:25,2024-10-30 15:34:25
FA,22928,2024-10,HNL,ASN,H3500J,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,13:00:00,17:00:00,04:10:00,NA,7453,2024-10-30,15:34:25,2024-10-30 15:34:25
FA,22928,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,12:59:00,00:00:00,NA,7453,2024-10-30,15:34:53,2024-10-30 15:34:53
FA,22928,2024-10,HNL,SNO,H3500J,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,13:00:00,00:00:00,00:00:00,NA,22928,2024-10-30,19:39:24,2024-10-30 19:39:24
FA,22928,2024-10,HNL,MMM,H3500J,2024-10-31,NA,FA,NA,R,C,NA,0,13:00:00,15:10:00,21:22:00,NA,22510,2024-10-31,13:14:43,2024-10-31 13:14:43
FA,22928,2024-10,HNL,ADV,H3500S,2024-10-31,NA,FA,NA,R,C,NA,538976288,00:00:00,00:00:00,00:00:00,NA,20260,2024-10-31,14:05:03,2024-10-31 14:05:03
FA,22929,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,22932,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,22932,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,24217,2024-09-28,00:11:26,2024-09-28 00:11:26
FA,22932,2024-10,HNL,RRD,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,02:00:00,14:00:00,00:00:00,NA,88888,2024-10-30,14:15:00,2024-10-30 14:15:00
FA,22932,2024-10,HNL,ASN,H3317,2024-10-31,2024-11-01,FA,NA,R,C,NA,0,12:00:00,13:05:00,00:00:00,NA,88888,2024-10-30,14:15:00,2024-10-30 14:15:00
FA,22934,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,22934,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,24217,2024-09-28,04:49:33,2024-09-28 04:49:33
FA,22934,2024-10,HNL,RRD,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,02:00:00,14:00:00,00:00:00,NA,88888,2024-10-29,13:48:00,2024-10-29 13:48:00
FA,22937,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,22937,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,24217,2024-09-28,01:31:31,2024-09-28 01:31:31
FA,22937,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,24217,2024-10-29,05:15:52,2024-10-29 05:15:52
FA,22937,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,15099,2024-10-29,07:37:00,2024-10-29 07:37:00
FA,22937,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,6319,2024-10-30,10:26:15,2024-10-30 10:26:15
FA,22937,2024-10,HNL,RSK,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,23:59:00,00:00:00,00:00:00,NA,6319,2024-10-30,10:26:15,2024-10-30 10:26:15
FA,22937,2024-10,HNL,SOP,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,23:50:00,04:15:00,NA,6319,2024-10-30,10:26:15,2024-10-30 10:26:15
FA,22938,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,22938,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,00:00:00,00:00:00,NA,6319,2024-10-17,08:49:32,2024-10-17 08:49:32
FA,22938,2024-10,HNL,RSK,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,23:59:00,00:00:00,00:00:00,NA,6319,2024-10-17,08:49:32,2024-10-17 08:49:32
FA,2300,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,2300,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,09:00:00,21:00:00,00:00:00,NA,6319,2024-10-25,07:15:53,2024-10-25 07:15:53
FA,2300,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,09:00:00,21:00:00,00:00:00,NA,6319,2024-10-30,10:24:38,2024-10-30 10:24:38
FA,2300,2024-10,HNL,RSK,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,23:59:00,00:00:00,00:00:00,NA,6319,2024-10-30,10:24:38,2024-10-30 10:24:38
FA,2300,2024-10,HNL,2SK,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,23:58:00,04:15:00,NA,6319,2024-10-30,10:24:38,2024-10-30 10:24:38
FA,23037,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,23037,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,7453,2024-10-24,17:58:43,2024-10-24 17:58:43
FA,23037,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,09:00:00,21:00:00,00:00:00,NA,22510,2024-10-27,12:48:51,2024-10-27 12:48:51
FA,23037,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,6319,2024-10-29,13:29:20,2024-10-29 13:29:20
FA,23037,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,03:00:00,14:00:00,00:00:00,NA,6319,2024-10-30,07:21:03,2024-10-30 07:21:03
FA,23037,2024-10,HNL,ASN,H3254,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,06:40:00,21:05:00,11:15:00,NA,7453,2024-10-30,14:26:40,2024-10-30 14:26:40
FA,23037,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,03:00:00,06:39:00,00:00:00,NA,7453,2024-10-30,14:26:40,2024-10-30 14:26:40
FA,23037,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,03:00:00,06:39:00,00:00:00,NA,7453,2024-10-30,14:27:32,2024-10-30 14:27:32
FA,23037,2024-10,HNL,ADV,H3254,2024-10-31,NA,FA,NA,R,C,NA,538976288,00:00:00,00:00:00,00:00:00,NA,23630,2024-10-30,17:18:29,2024-10-30 17:18:29
FA,23038,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,23038,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,24217,2024-09-28,04:28:56,2024-09-28 04:28:56
FA,23038,2024-10,HNL,N85,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,02:00:00,00:00:00,NA,6319,2024-10-24,05:04:24,2024-10-24 05:04:24
FA,23038,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,6319,2024-10-24,05:04:24,2024-10-24 05:04:24
FA,23039,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,23039,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,24217,2024-09-28,21:30:56,2024-09-28 21:30:56
FA,23039,2024-10,HNL,RRD,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,02:00:00,14:00:00,00:00:00,NA,88888,2024-10-28,13:46:00,2024-10-28 13:46:00
FA,23040,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,23040,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,24217,2024-09-28,01:15:24,2024-09-28 01:15:24
FA,23040,2024-10,HNL,N85,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,02:00:00,00:00:00,NA,6319,2024-10-23,09:44:23,2024-10-23 09:44:23
FA,23040,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,6319,2024-10-23,09:44:23,2024-10-23 09:44:23
FA,23041,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,23041,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,22766,2024-10-23,22:17:37,2024-10-23 22:17:37
FA,23041,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,09:00:00,21:00:00,00:00:00,NA,24217,2024-10-28,01:33:13,2024-10-28 01:33:13
FA,23041,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,6319,2024-10-30,06:01:36,2024-10-30 06:01:36
FA,23041,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,14:00:00,21:00:00,00:00:00,NA,6319,2024-10-30,06:02:37,2024-10-30 06:02:37
FA,23041,2024-10,HNL,ASN,H3500I,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,15:20:00,19:20:00,04:10:00,NA,7453,2024-10-30,15:09:21,2024-10-30 15:09:21
FA,23041,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,14:00:00,15:19:00,00:00:00,NA,7453,2024-10-30,15:09:21,2024-10-30 15:09:21
FA,23041,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,14:00:00,15:19:00,00:00:00,NA,7453,2024-10-30,15:09:42,2024-10-30 15:09:42
FA,23041,2024-10,HNL,ADV,H3500I,2024-10-31,NA,FA,NA,R,C,NA,538976288,00:00:00,00:00:00,00:00:00,NA,23630,2024-10-30,17:19:54,2024-10-30 17:19:54
FA,23045,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,23045,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,7453,2024-10-24,21:19:08,2024-10-24 21:19:08
FA,23045,2024-10,HNL,N85,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,02:00:00,00:00:00,NA,6319,2024-10-30,11:24:29,2024-10-30 11:24:29
FA,23045,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,6319,2024-10-30,11:24:29,2024-10-30 11:24:29
FA,23046,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,23046,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,22766,2024-09-28,02:20:19,2024-09-28 02:20:19
FA,23046,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,6319,2024-10-30,10:13:20,2024-10-30 10:13:20
FA,23046,2024-10,HNL,SOP,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,23:50:00,04:15:00,NA,6319,2024-10-30,10:13:20,2024-10-30 10:13:20
FA,23048,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,23048,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,19260,2024-10-18,21:10:39,2024-10-18 21:10:39
FA,23048,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,00:00:00,00:00:00,NA,19260,2024-10-18,21:10:39,2024-10-18 21:10:39
FA,23048,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,09:00:00,21:00:00,00:00:00,NA,18303,2024-10-22,19:07:55,2024-10-22 19:07:55
FA,23048,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,03:30:00,14:00:00,00:00:00,NA,18303,2024-10-27,15:53:34,2024-10-27 15:53:34
FA,23048,2024-10,HNL,N85,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,02:00:00,00:00:00,NA,6319,2024-10-30,05:16:41,2024-10-30 05:16:41
FA,23048,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,03:30:00,14:00:00,00:00:00,NA,6319,2024-10-30,05:16:57,2024-10-30 05:16:57
FA,23049,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,23049,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,7453,2024-10-17,21:46:08,2024-10-17 21:46:08
FA,23049,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,00:00:00,00:00:00,NA,7453,2024-10-17,21:46:08,2024-10-17 21:46:08
FA,23049,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,6319,2024-10-30,05:14:33,2024-10-30 05:14:33
FA,23049,2024-10,HNL,N85,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,02:00:00,00:00:00,NA,6319,2024-10-30,05:14:33,2024-10-30 05:14:33
FA,23050,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,23050,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,24217,2024-09-28,00:09:53,2024-09-28 00:09:53
FA,23050,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,24217,2024-10-28,23:19:18,2024-10-28 23:19:18
FA,23054,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,23054,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,7453,2024-09-25,19:15:20,2024-09-25 19:15:20
FA,23054,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,00:00:00,00:00:00,NA,7453,2024-09-25,19:15:20,2024-09-25 19:15:20
FA,23054,2024-10,HNL,ASN,H3500B,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,06:50:00,10:50:00,04:10:00,NA,7453,2024-10-30,14:56:11,2024-10-30 14:56:11
FA,23054,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,06:49:00,00:00:00,NA,7453,2024-10-30,14:56:11,2024-10-30 14:56:11
FA,23054,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,06:49:00,00:00:00,NA,7453,2024-10-30,14:56:33,2024-10-30 14:56:33
FA,23054,2024-10,HNL,ADV,H3500B,2024-10-31,NA,FA,NA,R,C,NA,538976288,00:00:00,00:00:00,00:00:00,NA,23630,2024-10-30,17:22:05,2024-10-30 17:22:05
FA,23054,2024-10,HNL,MMM,H3500B,2024-10-31,NA,FA,NA,R,C,NA,0,06:50:00,15:09:00,04:10:00,NA,22510,2024-10-31,07:04:37,2024-10-31 07:04:37
FA,23054,2024-10,HNL,ACM,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:00:00,00:00:00,00:00:00,NA,23054,2024-10-31,07:09:11,2024-10-31 07:09:11
FA,23054,2024-10,HNL,ACM,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:00:00,00:00:00,00:00:00,NA,23054,2024-10-31,17:44:42,2024-10-31 17:44:42
FA,23054,2024-10,HNL,ACM,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:00:00,00:00:00,00:00:00,NA,23054,2024-10-31,22:08:14,2024-10-31 22:08:14
FA,23054,2024-10,HNL,ACM,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:00:00,00:00:00,00:00:00,NA,23054,2024-10-31,22:16:13,2024-10-31 22:16:13
FA,23055,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,23055,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,00:00:00,00:00:00,NA,7453,2024-09-25,18:50:43,2024-09-25 18:50:43
FA,23055,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,7453,2024-09-25,18:51:49,2024-09-25 18:51:49
FA,23055,2024-10,HNL,ASN,H3500H,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,12:00:00,16:00:00,04:10:00,NA,7453,2024-10-30,15:19:13,2024-10-30 15:19:13
FA,23055,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,11:59:00,00:00:00,NA,7453,2024-10-30,15:19:13,2024-10-30 15:19:13
FA,23055,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,11:59:00,00:00:00,NA,7453,2024-10-30,15:19:31,2024-10-30 15:19:31
FA,23055,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,11:59:00,00:00:00,NA,7453,2024-10-30,15:20:01,2024-10-30 15:20:01
FA,23055,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,11:59:00,00:00:00,NA,7453,2024-10-30,15:20:45,2024-10-30 15:20:45
FA,23055,2024-10,HNL,FLP,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,12:00:00,16:00:00,02:50:00,NA,23428,2024-10-30,20:53:19,2024-10-30 20:53:19
FA,23055,2024-10,HNL,FLP,H3500H,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,12:00:00,16:00:00,04:10:00,NA,23428,2024-10-30,20:53:19,2024-10-30 20:53:19
FA,23055,2024-10,HNL,ADV,H3500H,2024-10-31,NA,FA,NA,R,C,NA,538976288,00:00:00,00:00:00,00:00:00,NA,22766,2024-10-31,00:37:12,2024-10-31 00:37:12
FA,23058,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,23058,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,19260,2024-09-28,20:20:25,2024-09-28 20:20:25
FA,23058,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,00:00:00,00:00:00,NA,19260,2024-09-28,20:20:25,2024-09-28 20:20:25
FA,23058,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,19260,2024-10-29,14:04:52,2024-10-29 14:04:52
FA,23059,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,23059,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,22766,2024-09-28,04:39:55,2024-09-28 04:39:55
FA,23059,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,6319,2024-10-30,10:29:58,2024-10-30 10:29:58
FA,23059,2024-10,HNL,RSK,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,23:59:00,00:00:00,00:00:00,NA,6319,2024-10-30,10:29:58,2024-10-30 10:29:58
FA,23059,2024-10,HNL,SOP,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,23:50:00,04:15:00,NA,6319,2024-10-30,10:29:58,2024-10-30 10:29:58
FA,23061,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,23061,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,24217,2024-09-28,01:00:23,2024-09-28 01:00:23
FA,23061,2024-10,HNL,ASN,H3500F,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,10:45:00,14:45:00,04:10:00,NA,7453,2024-10-30,15:16:57,2024-10-30 15:16:57
FA,23061,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,10:44:00,00:00:00,NA,7453,2024-10-30,15:16:57,2024-10-30 15:16:57
FA,23061,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,10:44:00,00:00:00,NA,7453,2024-10-30,15:17:11,2024-10-30 15:17:11
FA,23061,2024-10,HNL,FLS,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,10:45:00,14:45:00,04:10:00,NA,22510,2024-10-31,07:29:02,2024-10-31 07:29:02
FA,23061,2024-10,HNL,FLS,H3500F,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,10:45:00,14:45:00,04:10:00,NA,22510,2024-10-31,07:29:02,2024-10-31 07:29:02
FA,23061,2024-10,HNL,ADV,H3500F,2024-10-31,NA,FA,NA,R,C,NA,538976288,00:00:00,00:00:00,00:00:00,NA,22510,2024-10-31,07:30:55,2024-10-31 07:30:55
FA,23061,2024-10,HNL,FLP,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,10:45:00,14:45:00,02:50:00,NA,18303,2024-10-31,12:15:11,2024-10-31 12:15:11
FA,23061,2024-10,HNL,RAD,NA,2024-10-31,2024-10-31,FA,FLS,R,C,NA,538976288,10:45:00,14:45:00,04:10:00,NA,18303,2024-10-31,12:15:11,2024-10-31 12:15:11
FA,23062,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
